timestamp,direction,entry_price,exit_price,pnl
2025-10-12 20:00:00,short,4136.24,4135.53,-0.08283465176101878
2025-10-12 21:00:00,short,4135.53,4134.57,-0.07678589432570417
2025-10-12 22:00:00,short,4134.57,4152.29,-0.5285730113690291
2025-10-13 00:00:00,short,4139.8,4198.77,-1.524360037301875
2025-10-13 02:00:00,short,4158.51,4139.78,0.3503241781249155
2025-10-13 03:00:00,short,4139.78,4142.16,-0.1574616493482628
