equity,win_rate,profit_factor,max_drawdown,total_return,num_trades,initial_equity,ending_equity,total_return_pct,gross_profit,gross_loss,iteration,params,max_drawdown_pct,method,strategy_name,started_at
-10.441237881686078,0.4444444444444444,0.9333153358641171,38.61373034094504,-10.441237881685083,54,20000.0,19989.558762118315,-0.0005220618940842542,146.13506068690322,-156.57629856858932,1,"{'rsi_period': 5, 'rsi_entry_threshold': 65.0, 'rsi_exit_threshold': 60.0}",0.001930686517047252,rl,rsi_momentum,2025-10-16T03:28:00.135981
-10.441237881686078,0.4444444444444444,0.9333153358641171,38.61373034094504,-10.441237881685083,54,20000.0,19989.558762118315,-0.0005220618940842542,146.13506068690322,-156.57629856858932,2,"{'rsi_period': 5, 'rsi_entry_threshold': 65.0, 'rsi_exit_threshold': 60.0}",0.001930686517047252,rl,rsi_momentum,2025-10-16T03:28:00.135981
-10.441237881686078,0.4444444444444444,0.9333153358641171,38.61373034094504,-10.441237881685083,54,20000.0,19989.558762118315,-0.0005220618940842542,146.13506068690322,-156.57629856858932,3,"{'rsi_period': 5, 'rsi_entry_threshold': 65.0, 'rsi_exit_threshold': 60.0}",0.001930686517047252,rl,rsi_momentum,2025-10-16T03:28:00.135981
-10.441237881686078,0.4444444444444444,0.9333153358641171,38.61373034094504,-10.441237881685083,54,20000.0,19989.558762118315,-0.0005220618940842542,146.13506068690322,-156.57629856858932,4,"{'rsi_period': 5, 'rsi_entry_threshold': 65.0, 'rsi_exit_threshold': 60.0}",0.001930686517047252,rl,rsi_momentum,2025-10-16T03:28:00.135981
-10.441237881686078,0.4444444444444444,0.9333153358641171,38.61373034094504,-10.441237881685083,54,20000.0,19989.558762118315,-0.0005220618940842542,146.13506068690322,-156.57629856858932,5,"{'rsi_period': 5, 'rsi_entry_threshold': 65.0, 'rsi_exit_threshold': 60.0}",0.001930686517047252,rl,rsi_momentum,2025-10-16T03:28:00.135981
-10.441237881686078,0.4444444444444444,0.9333153358641171,38.61373034094504,-10.441237881685083,54,20000.0,19989.558762118315,-0.0005220618940842542,146.13506068690322,-156.57629856858932,6,"{'rsi_period': 5, 'rsi_entry_threshold': 65.0, 'rsi_exit_threshold': 60.0}",0.001930686517047252,rl,rsi_momentum,2025-10-16T03:28:00.135981
-10.441237881686078,0.4444444444444444,0.9333153358641171,38.61373034094504,-10.441237881685083,54,20000.0,19989.558762118315,-0.0005220618940842542,146.13506068690322,-156.57629856858932,7,"{'rsi_period': 5, 'rsi_entry_threshold': 65.0, 'rsi_exit_threshold': 60.0}",0.001930686517047252,rl,rsi_momentum,2025-10-16T03:28:00.135981
-10.441237881686078,0.4444444444444444,0.9333153358641171,38.61373034094504,-10.441237881685083,54,20000.0,19989.558762118315,-0.0005220618940842542,146.13506068690322,-156.57629856858932,8,"{'rsi_period': 5, 'rsi_entry_threshold': 65.0, 'rsi_exit_threshold': 60.0}",0.001930686517047252,rl,rsi_momentum,2025-10-16T03:28:00.135981
-10.441237881686078,0.4444444444444444,0.9333153358641171,38.61373034094504,-10.441237881685083,54,20000.0,19989.558762118315,-0.0005220618940842542,146.13506068690322,-156.57629856858932,9,"{'rsi_period': 5, 'rsi_entry_threshold': 65.0, 'rsi_exit_threshold': 60.0}",0.001930686517047252,rl,rsi_momentum,2025-10-16T03:28:00.135981
-10.441237881686078,0.4444444444444444,0.9333153358641171,38.61373034094504,-10.441237881685083,54,20000.0,19989.558762118315,-0.0005220618940842542,146.13506068690322,-156.57629856858932,10,"{'rsi_period': 5, 'rsi_entry_threshold': 65.0, 'rsi_exit_threshold': 60.0}",0.001930686517047252,rl,rsi_momentum,2025-10-16T03:28:00.135981
-10.441237881686078,0.4444444444444444,0.9333153358641171,38.61373034094504,-10.441237881685083,54,20000.0,19989.558762118315,-0.0005220618940842542,146.13506068690322,-156.57629856858932,11,"{'rsi_period': 5, 'rsi_entry_threshold': 65.0, 'rsi_exit_threshold': 60.0}",0.001930686517047252,rl,rsi_momentum,2025-10-16T03:28:00.135981
-10.441237881686078,0.4444444444444444,0.9333153358641171,38.61373034094504,-10.441237881685083,54,20000.0,19989.558762118315,-0.0005220618940842542,146.13506068690322,-156.57629856858932,12,"{'rsi_period': 5, 'rsi_entry_threshold': 65.0, 'rsi_exit_threshold': 60.0}",0.001930686517047252,rl,rsi_momentum,2025-10-16T03:28:00.135981
