equity,win_rate,profit_factor,max_drawdown,total_return,num_trades,initial_equity,ending_equity,total_return_pct,gross_profit,gross_loss,iteration,params,max_drawdown_pct,method,strategy_name,started_at,method_options
20.168692456480244,0.46808510638297873,1.1423236547290432,35.04578043313086,20.16869245647831,47,20000.0,20020.16869245648,0.0010084346228239156,161.87874406299355,-141.71005160651328,18,"{'rsi_period': 4, 'rsi_entry_threshold': 70.0, 'rsi_exit_threshold': 60.0}",0.0017522890216565429,bayesian,rsi_momentum,2025-10-16T03:47:47.289324,{}
20.168692456480244,0.46808510638297873,1.1423236547290432,35.04578043313086,20.16869245647831,47,20000.0,20020.16869245648,0.0010084346228239156,161.87874406299355,-141.71005160651328,28,"{'rsi_period': 4, 'rsi_entry_threshold': 70.0, 'rsi_exit_threshold': 70.0}",0.0017522890216565429,bayesian,rsi_momentum,2025-10-16T03:47:47.289324,{}
20.168692456480244,0.46808510638297873,1.1423236547290432,35.04578043313086,20.16869245647831,47,20000.0,20020.16869245648,0.0010084346228239156,161.87874406299355,-141.71005160651328,29,"{'rsi_period': 4, 'rsi_entry_threshold': 70.0, 'rsi_exit_threshold': 55.0}",0.0017522890216565429,bayesian,rsi_momentum,2025-10-16T03:47:47.289324,{}
19.96400169241024,0.4772727272727273,1.150888856349687,31.303100486704352,19.964001692405873,44,20000.0,20019.964001692406,0.0009982000846202937,152.27331979170992,-132.30931809929965,3,"{'rsi_period': 4, 'rsi_entry_threshold': 75.0, 'rsi_exit_threshold': 55.0}",0.0015651550243352176,bayesian,rsi_momentum,2025-10-16T03:47:47.289324,{}
19.96400169241024,0.4772727272727273,1.150888856349687,31.303100486704352,19.964001692405873,44,20000.0,20019.964001692406,0.0009982000846202937,152.27331979170992,-132.30931809929965,4,"{'rsi_period': 4, 'rsi_entry_threshold': 75.0, 'rsi_exit_threshold': 70.0}",0.0015651550243352176,bayesian,rsi_momentum,2025-10-16T03:47:47.289324,{}
19.96400169241024,0.4772727272727273,1.150888856349687,31.303100486704352,19.964001692405873,44,20000.0,20019.964001692406,0.0009982000846202937,152.27331979170992,-132.30931809929965,30,"{'rsi_period': 4, 'rsi_entry_threshold': 75.0, 'rsi_exit_threshold': 65.0}",0.0015651550243352176,bayesian,rsi_momentum,2025-10-16T03:47:47.289324,{}
16.333146979792495,0.475,1.1465828977582084,28.06195068661691,16.33314697978858,40,20000.0,20016.33314697979,0.000816657348989429,127.75915389865116,-111.42600691885868,1,"{'rsi_period': 4, 'rsi_entry_threshold': 80.0, 'rsi_exit_threshold': 65.0}",0.0014030975343308455,bayesian,rsi_momentum,2025-10-16T03:47:47.289324,{}
16.333146979792495,0.475,1.1465828977582084,28.06195068661691,16.33314697978858,40,20000.0,20016.33314697979,0.000816657348989429,127.75915389865116,-111.42600691885868,13,"{'rsi_period': 4, 'rsi_entry_threshold': 80.0, 'rsi_exit_threshold': 55.0}",0.0014030975343308455,bayesian,rsi_momentum,2025-10-16T03:47:47.289324,{}
16.333146979792495,0.475,1.1465828977582084,28.06195068661691,16.33314697978858,40,20000.0,20016.33314697979,0.000816657348989429,127.75915389865116,-111.42600691885868,15,"{'rsi_period': 4, 'rsi_entry_threshold': 80.0, 'rsi_exit_threshold': 70.0}",0.0014030975343308455,bayesian,rsi_momentum,2025-10-16T03:47:47.289324,{}
16.333146979792495,0.475,1.1465828977582084,28.06195068661691,16.33314697978858,40,20000.0,20016.33314697979,0.000816657348989429,127.75915389865116,-111.42600691885868,24,"{'rsi_period': 4, 'rsi_entry_threshold': 80.0, 'rsi_exit_threshold': 60.0}",0.0014030975343308455,bayesian,rsi_momentum,2025-10-16T03:47:47.289324,{}
4.649685467230427,0.47368421052631576,1.0847948854414944,15.183425126619113,4.649685467229574,19,20000.0,20004.64968546723,0.0002324842733614787,59.484189258600495,-54.83450379137008,5,"{'rsi_period': 7, 'rsi_entry_threshold': 80.0, 'rsi_exit_threshold': 65.0}",0.0007591712563309557,bayesian,rsi_momentum,2025-10-16T03:47:47.289324,{}
3.234865715811452,0.4444444444444444,1.0726630462929059,22.366789078194415,3.2348657158181595,18,20000.0,20003.234865715818,0.00016174328579090797,47.753584388459174,-44.51871867264772,8,"{'rsi_period': 8, 'rsi_entry_threshold': 80.0, 'rsi_exit_threshold': 55.0}",0.0011183394539097207,bayesian,rsi_momentum,2025-10-16T03:47:47.289324,{}
3.234865715811452,0.4444444444444444,1.0726630462929059,22.366789078194415,3.2348657158181595,18,20000.0,20003.234865715818,0.00016174328579090797,47.753584388459174,-44.51871867264772,9,"{'rsi_period': 8, 'rsi_entry_threshold': 80.0, 'rsi_exit_threshold': 70.0}",0.0011183394539097207,bayesian,rsi_momentum,2025-10-16T03:47:47.289324,{}
3.234865715811452,0.4444444444444444,1.0726630462929059,22.366789078194415,3.2348657158181595,18,20000.0,20003.234865715818,0.00016174328579090797,47.753584388459174,-44.51871867264772,22,"{'rsi_period': 8, 'rsi_entry_threshold': 80.0, 'rsi_exit_threshold': 60.0}",0.0011183394539097207,bayesian,rsi_momentum,2025-10-16T03:47:47.289324,{}
3.0088707850664527,0.4838709677419355,1.0279321799545798,33.86731892246098,3.0088707850700303,31,20000.0,20003.00887078507,0.00015044353925350152,110.7294565022991,-107.72058571723264,20,"{'rsi_period': 5, 'rsi_entry_threshold': 80.0, 'rsi_exit_threshold': 70.0}",0.001693365946123049,bayesian,rsi_momentum,2025-10-16T03:47:47.289324,{}
